Athlete,Year,University,Time,Adjusted Time,Meet,Start Date,End Date,Time_S,apcpsfc,spfh2m,pressfc,ugrd10m,tmp2m,vgrd10m,celsius,real_days_year,adj_S,previous_time,PR,farenheit,wet_bulb,heat_index,rh2m,days_since_event
n54,JR-3,u24,14:08.7,14:08.7,m2,5/4/14,5/4/14,848,0,0.006416,101041.2891,3.099999905,281.6199951,-1.080000043,8.4699951,124,848,842,835,47.24599118,7.816416418,46.0949982,94.13633833,15
n132,SO-2,u27,14:11.0,14:11.0,m2,5/4/14,5/4/14,850,0,0.006416,101041.2891,3.099999905,281.6199951,-1.080000043,8.4699951,124,850,853,853,47.24599118,7.816416418,46.0949982,94.13633833,0
n72,SR-4,u32,14:04.5,14:04.5,m74,5/29/14,5/31/14,844,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,844,859,825,78.0440198,22.46619998,79.16695921,76.99015805,28
n52,SR-4,u24,14:12.4,14:12.4,m74,5/29/14,5/31/14,852,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,852,883,832,78.0440198,22.46619998,79.16695921,76.99015805,42
n100,SR-4,u12,14:07.7,14:07.7,m74,5/29/14,5/31/14,847,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,847,846,846,78.0440198,22.46619998,79.16695921,76.99015805,21
n112,JR-3,u29,14:13.3,14:13.3,m74,5/29/14,5/31/14,853,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,853,844,844,78.0440198,22.46619998,79.16695921,76.99015805,43
n78,JR-3,u35,14:11.6,14:11.6,m74,5/29/14,5/31/14,851,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,851,851,841,78.0440198,22.46619998,79.16695921,76.99015805,13
n14,SR-4,u8,14:14.3,14:14.3,m74,5/29/14,5/31/14,854,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,854,826,824,78.0440198,22.46619998,79.16695921,76.99015805,27
n249,FR-1,u16,14:11.6,14:11.6,m74,5/29/14,5/31/14,851,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,851,851,846,78.0440198,22.46619998,79.16695921,76.99015805,13
n146,SO-2,u29,14:11.8,14:11.8,m74,5/29/14,5/31/14,851,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,851,870,848,78.0440198,22.46619998,79.16695921,76.99015805,20
n50,SR-4,u25,14:15.0,14:15.0,m74,5/29/14,5/31/14,855,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,855,841,823,78.0440198,22.46619998,79.16695921,76.99015805,42
n101,SO-2,u43,14:15.0,14:15.0,m74,5/29/14,5/31/14,854,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,854,890,839,78.0440198,22.46619998,79.16695921,76.99015805,20
n99,SR-4,u43,14:16.2,14:16.2,m74,5/29/14,5/31/14,856,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,856,872,824,78.0440198,22.46619998,79.16695921,76.99015805,20
n92,JR-3,u36,14:16.8,14:16.8,m74,5/29/14,5/31/14,856,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,856,857,837,78.0440198,22.46619998,79.16695921,76.99015805,14
n95,SO-2,u42,14:18.2,14:18.2,m74,5/29/14,5/31/14,858,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,858,853,829,78.0440198,22.46619998,79.16695921,76.99015805,13
n97,SR-4,u12,14:19.1,14:19.1,m74,5/29/14,5/31/14,859,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,859,837,837,78.0440198,22.46619998,79.16695921,76.99015805,27
n53,SO-2,u25,14:20.4,14:20.4,m74,5/29/14,5/31/14,860,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,860,842,833,78.0440198,22.46619998,79.16695921,76.99015805,42
n132,SO-2,u27,14:23.1,14:23.1,m74,5/29/14,5/31/14,863,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,863,861,850,78.0440198,22.46619998,79.16695921,76.99015805,14
n88,SR-4,u32,14:34.0,14:34.0,m74,5/29/14,5/31/14,873,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,873,894,826,78.0440198,22.46619998,79.16695921,76.99015805,28
n247,SO-2,u8,14:36.9,14:36.9,m74,5/29/14,5/31/14,876,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,876,829,829,78.0440198,22.46619998,79.16695921,76.99015805,64
n310,SR-4,u11,14:37.0,14:37.0,m74,5/29/14,5/31/14,877,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,877,845,845,78.0440198,22.46619998,79.16695921,76.99015805,64
n185,JR-3,u40,14:47.2,14:47.2,m74,5/29/14,5/31/14,887,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,887,879,879,78.0440198,22.46619998,79.16695921,76.99015805,0
n54,JR-3,u24,14:48.3,14:48.3,m74,5/29/14,5/31/14,888,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,888,848,835,78.0440198,22.46619998,79.16695921,76.99015805,27
n111,SR-4,u15,14:56.7,14:56.7,m74,5/29/14,5/31/14,896,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,896,868,846,78.0440198,22.46619998,79.16695921,76.99015805,20
n311,JR-3,u26,14:57.8,14:57.8,m74,5/29/14,5/31/14,897,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,897,889,869,78.0440198,22.46619998,79.16695921,76.99015805,27
n295,JR-3,u28,14:58.6,14:58.6,m74,5/29/14,5/31/14,898,4.098400116,0.0154517,101631.4531,-3.339999914,298.730011,-0.469999999,25.580011,151,898,869,869,78.0440198,22.46619998,79.16695921,76.99015805,57
n35,JR-3,u19,14:08.6,14:08.6,m75,4/7/11,4/9/11,848,0.046,0.0047706,96643.71875,-0.49000001,292.6099854,3.039999962,19.4599854,97,848,830,830,67.02797372,10.83567984,64.97210887,32.79442086,0
n261,SO-2,u29,14:26.9,14:26.9,m29,5/8/10,5/9/10,866,0,0.0041548,101003.4531,7.519999981,280.7099915,-3.049999952,7.5599915,129,866,864,864,45.6079847,4.241977514,42.91568686,64.82773798,19
n145,SO-2,u36,14:37.4,14:37.4,m29,5/8/10,5/9/10,877,0,0.0041548,101003.4531,7.519999981,280.7099915,-3.049999952,7.5599915,129,877,879,879,45.6079847,4.241977514,42.91568686,64.82773798,19
n23,JR-3,u2,13:41.9,13:41.9,m6,5/23/13,5/25/13,821,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,821,820,798,77.32397588,22.57856358,78.54234676,80.55262331,28
n204,JR-3,u23,13:45.9,13:45.9,m6,5/23/13,5/25/13,825,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,825,837,812,77.32397588,22.57856358,78.54234676,80.55262331,13
n37,SO-2,u18,14:12.0,14:12.0,m6,5/23/13,5/25/13,851,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,851,833,827,77.32397588,22.57856358,78.54234676,80.55262331,20
n15,SR-4,u9,13:46.9,13:46.9,m6,5/23/13,5/25/13,826,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,826,866,795,77.32397588,22.57856358,78.54234676,80.55262331,14
n229,JR-3,u13,14:12.3,14:12.3,m6,5/23/13,5/25/13,852,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,852,870,809,77.32397588,22.57856358,78.54234676,80.55262331,14
n154,SR-4,u18,13:49.4,13:49.4,m6,5/23/13,5/25/13,829,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,829,834,814,77.32397588,22.57856358,78.54234676,80.55262331,20
n279,FR-1,u9,14:12.3,14:12.3,m6,5/23/13,5/25/13,852,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,852,866,830,77.32397588,22.57856358,78.54234676,80.55262331,14
n33,JR-3,u17,13:51.1,13:51.1,m6,5/23/13,5/25/13,831,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,831,834,828,77.32397588,22.57856358,78.54234676,80.55262331,13
n156,SR-4,u17,14:12.4,14:12.4,m6,5/23/13,5/25/13,852,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,852,810,810,77.32397588,22.57856358,78.54234676,80.55262331,27
n75,SR-4,u33,13:51.2,13:51.2,m6,5/23/13,5/25/13,831,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,831,838,823,77.32397588,22.57856358,78.54234676,80.55262331,13
n127,JR-3,u1,13:53.7,13:53.7,m6,5/23/13,5/25/13,833,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,833,877,826,77.32397588,22.57856358,78.54234676,80.55262331,13
n77,JR-3,u34,13:59.8,13:59.8,m6,5/23/13,5/25/13,839,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,839,839,837,77.32397588,22.57856358,78.54234676,80.55262331,27
n38,JR-3,u3,14:05.0,14:05.0,m6,5/23/13,5/25/13,845,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,845,811,811,77.32397588,22.57856358,78.54234676,80.55262331,27
n312,SO-2,u7,14:13.2,14:13.2,m6,5/23/13,5/25/13,853,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,853,838,838,77.32397588,22.57856358,78.54234676,80.55262331,36
n230,FR-1,u3,14:16.6,14:16.6,m6,5/23/13,5/25/13,856,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,856,857,837,77.32397588,22.57856358,78.54234676,80.55262331,13
n32,JR-3,u18,14:18.2,14:18.2,m6,5/23/13,5/25/13,858,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,858,835,806,77.32397588,22.57856358,78.54234676,80.55262331,20
n13,SR-4,u5,14:25.3,14:25.3,m6,5/23/13,5/25/13,865,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,865,843,819,77.32397588,22.57856358,78.54234676,80.55262331,20
n47,SR-4,u6,14:28.3,14:28.3,m6,5/23/13,5/25/13,868,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,868,825,824,77.32397588,22.57856358,78.54234676,80.55262331,27
n218,SO-2,u13,14:30.3,14:30.3,m6,5/23/13,5/25/13,870,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,870,876,846,77.32397588,22.57856358,78.54234676,80.55262331,14
n233,SO-2,u2,14:30.8,14:30.8,m6,5/23/13,5/25/13,870,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,870,853,845,77.32397588,22.57856358,78.54234676,80.55262331,13
n50,JR-3,u4,14:35.2,14:35.2,m6,5/23/13,5/25/13,875,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,875,845,834,77.32397588,22.57856358,78.54234676,80.55262331,13
n129,FR-1,u6,14:45.1,14:45.1,m6,5/23/13,5/25/13,885,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,885,867,837,77.32397588,22.57856358,78.54234676,80.55262331,13
n56,JR-3,u14,14:52.4,14:52.4,m6,5/23/13,5/25/13,892,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,892,884,842,77.32397588,22.57856358,78.54234676,80.55262331,14
n118,FR-1,u4,14:56.4,14:56.4,m6,5/23/13,5/25/13,896,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,896,876,831,77.32397588,22.57856358,78.54234676,80.55262331,13
n262,FR-1,u3,14:59.2,14:59.2,m6,5/23/13,5/25/13,899,2.004600048,0.016073801,99813.90625,-1.600000024,298.3299866,3.650000095,25.1799866,145,899,849,849,77.32397588,22.57856358,78.54234676,80.55262331,36
n111,SR-4,u15,14:28.7,14:28.7,m29,5/10/14,5/11/14,868,0,0.0108344,101087.2266,4.789999962,291.1700134,-0.939999998,18.0200134,131,868,892,846,64.43602412,16.25308824,64.58625971,85.24751436,0
n92,JR-3,u36,14:29.4,14:29.4,m29,5/10/14,5/11/14,869,0,0.0108344,101087.2266,4.789999962,291.1700134,-0.939999998,18.0200134,131,869,849,837,64.43602412,16.25308824,64.58625971,85.24751436,37
n146,SO-2,u29,14:30.6,14:30.6,m29,5/10/14,5/11/14,870,0,0.0108344,101087.2266,4.789999962,291.1700134,-0.939999998,18.0200134,131,870,848,848,64.43602412,16.25308824,64.58625971,85.24751436,17
n99,SR-4,u43,14:32.2,14:32.2,m29,5/10/14,5/11/14,872,0,0.0108344,101087.2266,4.789999962,291.1700134,-0.939999998,18.0200134,131,872,824,824,64.43602412,16.25308824,64.58625971,85.24751436,23
n313,SR-4,u36,14:36.9,14:36.9,m29,5/10/14,5/11/14,876,0,0.0108344,101087.2266,4.789999962,291.1700134,-0.939999998,18.0200134,131,876,856,856,64.43602412,16.25308824,64.58625971,85.24751436,17
n314,JR-3,u15,14:39.5,14:39.5,m29,5/10/14,5/11/14,879,0,0.0108344,101087.2266,4.789999962,291.1700134,-0.939999998,18.0200134,131,879,868,868,64.43602412,16.25308824,64.58625971,85.24751436,0
n122,SR-4,u15,14:46.9,14:46.9,m29,5/10/14,5/11/14,886,0,0.0108344,101087.2266,4.789999962,291.1700134,-0.939999998,18.0200134,131,886,859,851,64.43602412,16.25308824,64.58625971,85.24751436,0
n101,SO-2,u43,14:50.9,14:50.9,m29,5/10/14,5/11/14,890,0,0.0108344,101087.2266,4.789999962,291.1700134,-0.939999998,18.0200134,131,890,839,839,64.43602412,16.25308824,64.58625971,85.24751436,23
n168,SR-4,u15,15:08.3,15:08.3,m29,5/10/14,5/11/14,908,0,0.0108344,101087.2266,4.789999962,291.1700134,-0.939999998,18.0200134,131,908,868,853,64.43602412,16.25308824,64.58625971,85.24751436,0
n110,JR-3,u15,15:08.4,15:08.4,m29,5/10/14,5/11/14,908,0,0.0108344,101087.2266,4.789999962,291.1700134,-0.939999998,18.0200134,131,908,892,854,64.43602412,16.25308824,64.58625971,85.24751436,0
n90,JR-3,u27,14:23.5,14:23.5,m76,5/3/13,5/5/13,863,0,0.0053387,102118.8438,-2.970000029,280.3299866,-1.610000014,7.1799866,125,863,826,826,44.92397588,5.809681365,43.17890234,86.43678453,37
n98,SO-2,u26,14:31.7,14:31.7,m76,5/3/13,5/5/13,871,0,0.0053387,102118.8438,-2.970000029,280.3299866,-1.610000014,7.1799866,125,871,833,833,44.92397588,5.809681365,43.17890234,86.43678453,37
n315,SO-2,u28,14:33.4,14:33.4,m76,5/3/13,5/5/13,873,0,0.0053387,102118.8438,-2.970000029,280.3299866,-1.610000014,7.1799866,125,873,859,859,44.92397588,5.809681365,43.17890234,86.43678453,0
n243,SR-4,u26,14:35.4,14:35.4,m76,5/3/13,5/5/13,875,0,0.0053387,102118.8438,-2.970000029,280.3299866,-1.610000014,7.1799866,125,875,863,861,44.92397588,5.809681365,43.17890234,86.43678453,0
n71,SR-4,u26,14:41.4,14:41.4,m76,5/3/13,5/5/13,881,0,0.0053387,102118.8438,-2.970000029,280.3299866,-1.610000014,7.1799866,125,881,918,869,44.92397588,5.809681365,43.17890234,86.43678453,0
n102,SR-4,u25,14:46.9,14:46.9,m76,5/3/13,5/5/13,886,0,0.0053387,102118.8438,-2.970000029,280.3299866,-1.610000014,7.1799866,125,886,853,853,44.92397588,5.809681365,43.17890234,86.43678453,37
n213,SO-2,u25,14:49.6,14:49.6,m76,5/3/13,5/5/13,889,0,0.0053387,102118.8438,-2.970000029,280.3299866,-1.610000014,7.1799866,125,889,904,904,44.92397588,5.809681365,43.17890234,86.43678453,0
n214,JR-3,u25,15:04.9,15:04.9,m76,5/3/13,5/5/13,904,0,0.0053387,102118.8438,-2.970000029,280.3299866,-1.610000014,7.1799866,125,904,872,872,44.92397588,5.809681365,43.17890234,86.43678453,0
n316,JR-3,u25,15:08.3,15:08.3,m76,5/3/13,5/5/13,908,0,0.0053387,102118.8438,-2.970000029,280.3299866,-1.610000014,7.1799866,125,908,887,887,44.92397588,5.809681365,43.17890234,86.43678453,0
n23,JR-3,u2,13:35.2,13:35.2,m77,6/5/13,6/8/13,815,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,815,821,798,57.70409666,12.75492191,57.24222787,86.5472669,14
n86,JR-3,u39,13:40.4,13:40.4,m77,6/5/13,6/8/13,820,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,820,829,801,57.70409666,12.75492191,57.24222787,86.5472669,14
n15,SR-4,u9,13:42.3,13:42.3,m77,6/5/13,6/8/13,822,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,822,826,795,57.70409666,12.75492191,57.24222787,86.5472669,14
n156,SR-4,u17,13:44.6,13:44.6,m77,6/5/13,6/8/13,824,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,824,852,810,57.70409666,12.75492191,57.24222787,86.5472669,14
n204,JR-3,u23,13:47.7,13:47.7,m77,6/5/13,6/8/13,827,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,827,825,812,57.70409666,12.75492191,57.24222787,86.5472669,14
n33,JR-3,u17,13:50.7,13:50.7,m77,6/5/13,6/8/13,830,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,830,831,828,57.70409666,12.75492191,57.24222787,86.5472669,14
n229,JR-3,u13,13:55.6,13:55.6,m77,6/5/13,6/8/13,835,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,835,852,809,57.70409666,12.75492191,57.24222787,86.5472669,14
n37,SO-2,u18,14:00.3,14:00.3,m77,6/5/13,6/8/13,840,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,840,851,827,57.70409666,12.75492191,57.24222787,86.5472669,14
n87,JR-3,u40,14:00.8,14:00.8,m77,6/5/13,6/8/13,840,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,840,845,798,57.70409666,12.75492191,57.24222787,86.5472669,14
n88,JR-3,u32,14:05.4,14:05.4,m77,6/5/13,6/8/13,845,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,845,846,832,57.70409666,12.75492191,57.24222787,86.5472669,14
n14,JR-3,u8,14:06.9,14:06.9,m77,6/5/13,6/8/13,846,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,846,841,824,57.70409666,12.75492191,57.24222787,86.5472669,14
n279,FR-1,u9,14:07.7,14:07.7,m77,6/5/13,6/8/13,847,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,847,852,830,57.70409666,12.75492191,57.24222787,86.5472669,14
n75,SR-4,u33,14:08.3,14:08.3,m77,6/5/13,6/8/13,848,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,848,831,823,57.70409666,12.75492191,57.24222787,86.5472669,14
n90,JR-3,u27,14:09.3,14:09.3,m77,6/5/13,6/8/13,849,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,849,847,826,57.70409666,12.75492191,57.24222787,86.5472669,14
n95,FR-1,u42,14:14.1,14:14.1,m77,6/5/13,6/8/13,854,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,854,844,844,57.70409666,12.75492191,57.24222787,86.5472669,14
n92,SO-2,u36,14:24.4,14:24.4,m77,6/5/13,6/8/13,864,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,864,847,837,57.70409666,12.75492191,57.24222787,86.5472669,14
n94,FR-1,u31,14:24.8,14:24.8,m77,6/5/13,6/8/13,864,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,864,844,844,57.70409666,12.75492191,57.24222787,86.5472669,14
n127,JR-3,u1,14:25.4,14:25.4,m77,6/5/13,6/8/13,865,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,865,833,826,57.70409666,12.75492191,57.24222787,86.5472669,14
n89,SR-4,u35,15:03.2,15:03.2,m77,6/5/13,6/8/13,903,0,0.0087567,100015.4766,0.649999976,287.4300537,-3.119999886,14.2800537,159,903,840,840,57.70409666,12.75492191,57.24222787,86.5472669,14
n85,SO-2,u38,14:00.0,14:00.0,m24,4/28/11,4/30/11,840,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,840,859,859,66.7579847,12.96712687,65.43405337,48.94191914,0
n72,SO-2,u32,14:00.5,14:00.5,m24,4/28/11,4/30/11,840,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,840,834,834,66.7579847,12.96712687,65.43405337,48.94191914,7
n43,SR-4,u22,14:02.9,14:02.9,m24,4/28/11,4/30/11,842,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,842,847,832,66.7579847,12.96712687,65.43405337,48.94191914,14
n123,JR-3,u12,14:06.9,14:06.9,m24,4/28/11,4/30/11,846,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,846,897,897,66.7579847,12.96712687,65.43405337,48.94191914,14
n199,SO-2,u16,14:07.3,14:07.3,m24,4/28/11,4/30/11,847,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,847,858,858,66.7579847,12.96712687,65.43405337,48.94191914,0
n70,SR-4,u31,14:12.2,14:12.2,m24,4/28/11,4/30/11,852,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,852,858,858,66.7579847,12.96712687,65.43405337,48.94191914,20
n91,JR-3,u12,14:15.0,14:15.0,m24,4/28/11,4/30/11,855,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,855,854,854,66.7579847,12.96712687,65.43405337,48.94191914,14
n137,SR-4,u32,14:18.8,14:18.8,m24,4/28/11,4/30/11,858,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,858,915,880,66.7579847,12.96712687,65.43405337,48.94191914,0
n164,JR-3,u35,14:20.0,14:20.0,m24,4/28/11,4/30/11,859,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,859,864,849,66.7579847,12.96712687,65.43405337,48.94191914,0
n141,FR-1,u31,14:21.0,14:21.0,m24,4/28/11,4/30/11,861,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,861,866,866,66.7579847,12.96712687,65.43405337,48.94191914,20
n125,SO-2,u12,14:29.0,14:29.0,m24,4/28/11,4/30/11,868,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,868,906,906,66.7579847,12.96712687,65.43405337,48.94191914,0
n206,SO-2,u44,14:41.1,14:41.1,m24,4/28/11,4/30/11,881,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,881,896,896,66.7579847,12.96712687,65.43405337,48.94191914,0
n170,JR-3,u15,14:42.4,14:42.4,m24,4/28/11,4/30/11,882,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,882,862,862,66.7579847,12.96712687,65.43405337,48.94191914,20
n61,JR-3,u27,14:43.6,14:43.6,m24,4/28/11,4/30/11,883,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,883,885,853,66.7579847,12.96712687,65.43405337,48.94191914,0
n261,JR-3,u29,15:11.5,15:11.5,m24,4/28/11,4/30/11,911,0,0.006764,100778.6172,6.039999962,292.4599915,1.590000033,19.3099915,119,911,866,864,66.7579847,12.96712687,65.43405337,48.94191914,0
n23,FR-1,u2,13:47.3,13:47.3,m78,5/6/11,5/14/11,827,0,0.0024471,92490.79688,2.519999981,292.9299927,2.539999962,19.7799927,134,827,814,814,67.60398686,8.120444283,64.80614697,15.78215789,29
n44,JR-3,u2,13:47.4,13:47.4,m78,5/6/11,5/14/11,827,0,0.0024471,92490.79688,2.519999981,292.9299927,2.539999962,19.7799927,134,827,814,814,67.60398686,8.120444283,64.80614697,15.78215789,29
n1,JR-3,u1,13:57.9,13:57.9,m78,5/6/11,5/14/11,837,0,0.0024471,92490.79688,2.519999981,292.9299927,2.539999962,19.7799927,134,837,809,809,67.60398686,8.120444283,64.80614697,15.78215789,13
n48,JR-3,u3,14:02.6,14:02.6,m78,5/6/11,5/14/11,842,0,0.0024471,92490.79688,2.519999981,292.9299927,2.539999962,19.7799927,134,842,881,843,67.60398686,8.120444283,64.80614697,15.78215789,0
n2,SR-4,u1,14:12.4,14:12.4,m78,5/6/11,5/14/11,852,0,0.0024471,92490.79688,2.519999981,292.9299927,2.539999962,19.7799927,134,852,806,806,67.60398686,8.120444283,64.80614697,15.78215789,13
n46,JR-3,u1,14:16.7,14:16.7,m78,5/6/11,5/14/11,856,0,0.0024471,92490.79688,2.519999981,292.9299927,2.539999962,19.7799927,134,856,826,826,67.60398686,8.120444283,64.80614697,15.78215789,13
n3,SR-4,u1,14:16.7,14:16.7,m78,5/6/11,5/14/11,856,0,0.0024471,92490.79688,2.519999981,292.9299927,2.539999962,19.7799927,134,856,819,819,67.60398686,8.120444283,64.80614697,15.78215789,13
n8,SR-4,u3,14:18.7,14:18.7,m78,5/6/11,5/14/11,858,0,0.0024471,92490.79688,2.519999981,292.9299927,2.539999962,19.7799927,134,858,843,843,67.60398686,8.120444283,64.80614697,15.78215789,35
n277,JR-3,u1,14:27.3,14:27.3,m78,5/6/11,5/14/11,867,0,0.0024471,92490.79688,2.519999981,292.9299927,2.539999962,19.7799927,134,867,859,859,67.60398686,8.120444283,64.80614697,15.78215789,0
n135,JR-3,u3,14:31.6,14:31.6,m78,5/6/11,5/14/11,871,0,0.0024471,92490.79688,2.519999981,292.9299927,2.539999962,19.7799927,134,871,836,827,67.60398686,8.120444283,64.80614697,15.78215789,35
n6,SR-4,u1,14:33.5,14:33.5,m78,5/6/11,5/14/11,873,0,0.0024471,92490.79688,2.519999981,292.9299927,2.539999962,19.7799927,134,873,850,834,67.60398686,8.120444283,64.80614697,15.78215789,0
n224,JR-3,u1,14:35.9,14:35.9,m78,5/6/11,5/14/11,875,0,0.0024471,92490.79688,2.519999981,292.9299927,2.539999962,19.7799927,134,875,871,871,67.60398686,8.120444283,64.80614697,15.78215789,35
n152,SR-4,u4,14:36.1,14:36.1,m78,5/6/11,5/14/11,876,0,0.0024471,92490.79688,2.519999981,292.9299927,2.539999962,19.7799927,134,876,859,859,67.60398686,8.120444283,64.80614697,15.78215789,29
n4,SR-4,u2,14:40.4,14:40.4,m78,5/6/11,5/14/11,880,0,0.0024471,92490.79688,2.519999981,292.9299927,2.539999962,19.7799927,134,880,838,835,67.60398686,8.120444283,64.80614697,15.78215789,29
